timestamp,air_temperature_c,relative_humidity,air_pressure_pa,wind_speed_ms,wind_direction_deg,solar_radiation_wm2,snow_surface_temperature_c,snow_mass_flux_kg_m2_s,snow_number_flux_m2_s,turbulence_intensity,friction_velocity_ms,ri_bulk,snow_density_kg_m3,snow_grain_temp_c,visibility_m,precip_rate_mm_h,wind_snow_coupling,threshold_exceedance,net_radiation_est,sensible_heat_flux_est,latent_heat_flux_est,size_bin_1_50_100_um_number_flux_m2_s,size_bin_1_50_100_um_mass_flux_kg_m2_s,size_bin_2_100_200_um_number_flux_m2_s,size_bin_2_100_200_um_mass_flux_kg_m2_s,size_bin_3_200_400_um_number_flux_m2_s,size_bin_3_200_400_um_mass_flux_kg_m2_s,size_bin_4_400_800_um_number_flux_m2_s,size_bin_4_400_800_um_mass_flux_kg_m2_s,velocity_bin_1_0_2_ms_number_flux_m2_s,velocity_bin_1_0_2_ms_mass_flux_kg_m2_s,velocity_bin_2_2_4_ms_number_flux_m2_s,velocity_bin_2_2_4_ms_mass_flux_kg_m2_s,velocity_bin_3_4_6_ms_number_flux_m2_s,velocity_bin_3_4_6_ms_mass_flux_kg_m2_s,velocity_bin_4_6_8_ms_number_flux_m2_s,velocity_bin_4_6_8_ms_mass_flux_kg_m2_s,wind_dir_sin,wind_dir_cos,stability_neutral,stability_unstable,is_missing_air_temperature_c,tsls_air_temperature_c,is_missing_relative_humidity,tsls_relative_humidity,is_missing_air_pressure_pa,tsls_air_pressure_pa,is_missing_wind_speed_ms,tsls_wind_speed_ms,is_missing_wind_direction_deg,tsls_wind_direction_deg,is_missing_solar_radiation_wm2,tsls_solar_radiation_wm2,is_missing_snow_surface_temperature_c,tsls_snow_surface_temperature_c,is_missing_snow_mass_flux_kg_m2_s,tsls_snow_mass_flux_kg_m2_s,is_missing_snow_number_flux_m2_s,tsls_snow_number_flux_m2_s,is_missing_turbulence_intensity,tsls_turbulence_intensity,is_missing_friction_velocity_ms,tsls_friction_velocity_ms,is_missing_ri_bulk,tsls_ri_bulk,is_missing_snow_density_kg_m3,tsls_snow_density_kg_m3,is_missing_snow_grain_temp_c,tsls_snow_grain_temp_c,is_missing_visibility_m,tsls_visibility_m,is_missing_precip_rate_mm_h,tsls_precip_rate_mm_h,is_missing_wind_snow_coupling,tsls_wind_snow_coupling,is_missing_threshold_exceedance,tsls_threshold_exceedance,is_missing_net_radiation_est,tsls_net_radiation_est,is_missing_sensible_heat_flux_est,tsls_sensible_heat_flux_est,is_missing_latent_heat_flux_est,tsls_latent_heat_flux_est,is_missing_size_bin_1_50_100_um_number_flux_m2_s,tsls_size_bin_1_50_100_um_number_flux_m2_s,is_missing_size_bin_1_50_100_um_mass_flux_kg_m2_s,tsls_size_bin_1_50_100_um_mass_flux_kg_m2_s,is_missing_size_bin_2_100_200_um_number_flux_m2_s,tsls_size_bin_2_100_200_um_number_flux_m2_s,is_missing_size_bin_2_100_200_um_mass_flux_kg_m2_s,tsls_size_bin_2_100_200_um_mass_flux_kg_m2_s,is_missing_size_bin_3_200_400_um_number_flux_m2_s,tsls_size_bin_3_200_400_um_number_flux_m2_s,is_missing_size_bin_3_200_400_um_mass_flux_kg_m2_s,tsls_size_bin_3_200_400_um_mass_flux_kg_m2_s,is_missing_size_bin_4_400_800_um_number_flux_m2_s,tsls_size_bin_4_400_800_um_number_flux_m2_s,is_missing_size_bin_4_400_800_um_mass_flux_kg_m2_s,tsls_size_bin_4_400_800_um_mass_flux_kg_m2_s,is_missing_velocity_bin_1_0_2_ms_number_flux_m2_s,tsls_velocity_bin_1_0_2_ms_number_flux_m2_s,is_missing_velocity_bin_1_0_2_ms_mass_flux_kg_m2_s,tsls_velocity_bin_1_0_2_ms_mass_flux_kg_m2_s,is_missing_velocity_bin_2_2_4_ms_number_flux_m2_s,tsls_velocity_bin_2_2_4_ms_number_flux_m2_s,is_missing_velocity_bin_2_2_4_ms_mass_flux_kg_m2_s,tsls_velocity_bin_2_2_4_ms_mass_flux_kg_m2_s,is_missing_velocity_bin_3_4_6_ms_number_flux_m2_s,tsls_velocity_bin_3_4_6_ms_number_flux_m2_s,is_missing_velocity_bin_3_4_6_ms_mass_flux_kg_m2_s,tsls_velocity_bin_3_4_6_ms_mass_flux_kg_m2_s,is_missing_velocity_bin_4_6_8_ms_number_flux_m2_s,tsls_velocity_bin_4_6_8_ms_number_flux_m2_s,is_missing_velocity_bin_4_6_8_ms_mass_flux_kg_m2_s,tsls_velocity_bin_4_6_8_ms_mass_flux_kg_m2_s,is_missing_wind_dir_sin,tsls_wind_dir_sin,is_missing_wind_dir_cos,tsls_wind_dir_cos,is_missing_stability_neutral,tsls_stability_neutral,is_missing_stability_unstable,tsls_stability_unstable
2026-02-03 12:35:56+00:00,0.0,0.0,0.0,9.74514309759861,105.25707896789996,0.0,0.0,0.0,0.0,0.0,0.8097013548214106,0.0,0.0,0.0,0.0,0.0,1.4974628154578158e-06,0.0,0.0,2.2408339361299787,11.72847463403992,737.9302573774853,0.0,0.0,0.0,0.0,2.590223390444138e-06,0.0,7.4082117078564035e-06,2024.4235119192565,5.795920307413072e-06,0.0,0.0,534.1933681395545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,10.0,1.0,2.0,1.0,13.0,1.0,10.0,0.0,0.0,1.0,8.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,0.0,0.0,1.0,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,7.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,10.0,0.0,0.0,1.0,6.0,1.0,10.0,1.0,6.0,1.0,5.0,1.0,14.0,1.0,1.0,1.0,12.0
2026-02-03 12:35:57+00:00,0.0,0.0,0.0,9.835775497937558,96.4626463691569,0.0,0.0,0.0,0.0,0.0,0.7809590001704786,0.0,0.0,0.0,0.0,0.0,1.514134892028806e-06,0.0,0.0,2.285396175760967,11.87738541922994,407.89303896758906,0.0,0.0,0.0,0.0,2.0112555823267512e-08,0.0,4.371853354690798e-06,1010.7518575633516,2.222306593342141e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,11.0,1.0,3.0,1.0,14.0,1.0,11.0,0.0,0.0,1.0,9.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,5.0,0.0,0.0,1.0,12.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,8.0,1.0,5.0,1.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,11.0,1.0,1.0,1.0,7.0,1.0,11.0,1.0,7.0,1.0,6.0,1.0,15.0,1.0,2.0,1.0,13.0
2026-02-03 12:35:58+00:00,0.0,0.0,0.0,9.79441327042047,80.23465013832012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2554495130321373,0.0,2119.495906750909,0.0,0.0,0.0,0.0,1.4182971513038698e-05,0.0,0.0,1691.5537667183585,1.860218253395033e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1696135337814684,0.0,0.0,1.0,12.0,1.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,12.0,1.0,4.0,1.0,15.0,1.0,12.0,1.0,1.0,1.0,10.0,1.0,5.0,1.0,6.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,13.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,14.0,1.0,9.0,1.0,6.0,1.0,3.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,12.0,1.0,2.0,1.0,8.0,1.0,12.0,1.0,8.0,1.0,7.0,0.0,0.0,1.0,3.0,1.0,14.0
2026-02-03 12:35:59+00:00,0.0,0.0,0.0,9.806753573668418,68.01128383752722,0.0,0.0,0.0,33873.80669449741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11532.797017130686,0.0,0.0,0.0,0.0,2.2399453298723112e-05,0.0,0.0,3176.770655675832,0.0,9012.09570377149,0.0,0.0,0.0,0.0,0.0,0.0,0.37442398645555636,0.0,0.0,1.0,13.0,1.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,13.0,1.0,5.0,0.0,0.0,1.0,13.0,1.0,2.0,1.0,11.0,1.0,6.0,1.0,7.0,1.0,6.0,1.0,7.0,1.0,2.0,1.0,14.0,1.0,8.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,15.0,1.0,10.0,1.0,7.0,1.0,4.0,0.0,0.0,1.0,8.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13.0,1.0,3.0,1.0,9.0,1.0,13.0,1.0,9.0,1.0,8.0,0.0,0.0,1.0,4.0,1.0,15.0
2026-02-03 12:36:00+00:00,0.0,0.0,0.0,9.826879243692504,0.0,0.0,0.0,0.0,8728.556525973054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.87817286610016,7.835576281859979e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.600340468194,0.0,0.0,0.0,0.0,0.0,0.0,0.4801115364369574,0.0,True,1.0,14.0,1.0,8.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,10.0,1.0,14.0,1.0,6.0,0.0,0.0,1.0,14.0,1.0,3.0,1.0,12.0,1.0,7.0,1.0,8.0,1.0,7.0,1.0,8.0,1.0,3.0,1.0,15.0,1.0,9.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,8.0,1.0,5.0,1.0,1.0,1.0,9.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,14.0,1.0,4.0,1.0,10.0,1.0,14.0,1.0,10.0,1.0,9.0,0.0,0.0,1.0,5.0,0.0,0.0
2026-02-03 12:36:01+00:00,0.0,0.0,0.0,9.822776779384265,0.0,0.0,0.0,0.0,2325.68923679782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.585894059471073e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.870522630526,0.0,0.0,0.0,0.0,0.0,0.0,0.43391894747142523,0.0,True,1.0,15.0,1.0,9.0,1.0,7.0,0.0,0.0,1.0,2.0,1.0,11.0,1.0,15.0,1.0,7.0,0.0,0.0,1.0,15.0,1.0,4.0,1.0,13.0,1.0,8.0,1.0,9.0,1.0,8.0,1.0,9.0,1.0,4.0,0.0,0.0,1.0,10.0,1.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,12.0,1.0,9.0,1.0,6.0,1.0,2.0,1.0,10.0,1.0,4.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,15.0,1.0,5.0,1.0,11.0,1.0,15.0,1.0,11.0,1.0,10.0,0.0,0.0,1.0,6.0,0.0,0.0
2026-02-03 12:36:02+00:00,-9.780787795798568,0.0,0.0,9.778918939830971,0.0,0.0,-12.012497670437686,0.0,2394.811800359713,0.6619162246586529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.939324209706832e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.83027384252014,5.82467170717311e-06,0.0,0.0,1390.2556687153708,0.0,0.0,0.4973124642621814,0.0,True,0.0,0.0,1.0,10.0,1.0,8.0,0.0,0.0,1.0,3.0,1.0,12.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,14.0,1.0,9.0,1.0,10.0,1.0,9.0,1.0,10.0,1.0,5.0,0.0,0.0,1.0,11.0,1.0,4.0,1.0,5.0,1.0,2.0,0.0,0.0,1.0,13.0,1.0,10.0,1.0,7.0,1.0,3.0,1.0,11.0,1.0,5.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,12.0,0.0,0.0,1.0,12.0,1.0,11.0,0.0,0.0,1.0,7.0,0.0,0.0
2026-02-03 12:36:03+00:00,-9.767287377938633,0.0,0.0,9.72708724255274,0.0,0.0,-12.007317300209264,0.0,2358.628143255985,0.6109947799710946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.621862373287911e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.1866169107768,3.734798056042309e-06,0.0,0.0,1010.2317134968524,0.0,0.0,0.0,0.0,True,0.0,0.0,1.0,11.0,1.0,9.0,0.0,0.0,1.0,4.0,1.0,13.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,15.0,1.0,10.0,1.0,11.0,1.0,10.0,1.0,11.0,1.0,6.0,0.0,0.0,1.0,12.0,1.0,5.0,1.0,6.0,1.0,3.0,0.0,0.0,1.0,14.0,1.0,11.0,1.0,8.0,1.0,4.0,1.0,12.0,1.0,6.0,1.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,13.0,0.0,0.0,1.0,13.0,1.0,12.0,1.0,1.0,1.0,8.0,0.0,0.0
2026-02-03 12:36:04+00:00,-9.730842204572763,0.0,0.0,9.725445969784056,0.0,0.0,-11.98883512891838,0.0,0.0,0.6835263411201017,0.0,-0.3819705649015468,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0921786018564722e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.522367972235322e-06,0.0,0.0,583.2363038838207,0.0,0.0,0.0,0.0,True,0.0,0.0,1.0,12.0,1.0,10.0,0.0,0.0,1.0,5.0,1.0,14.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,11.0,1.0,12.0,1.0,11.0,1.0,12.0,1.0,7.0,0.0,0.0,1.0,13.0,1.0,6.0,1.0,7.0,1.0,4.0,0.0,0.0,1.0,15.0,1.0,12.0,1.0,9.0,1.0,5.0,1.0,13.0,1.0,7.0,1.0,5.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,8.0,1.0,14.0,0.0,0.0,1.0,14.0,1.0,13.0,1.0,2.0,1.0,9.0,0.0,0.0
2026-02-03 12:36:05+00:00,-9.775118551000714,0.0,0.0,9.725973182297512,0.0,0.0,-11.996465678906958,0.0,0.0,0.7091331016606888,0.0,-0.4874435474829985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1038.9459442850025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.102831783723748e-06,0.0,0.0,4354.767590049585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,11.0,0.0,0.0,1.0,6.0,1.0,15.0,0.0,0.0,1.0,11.0,1.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,12.0,1.0,13.0,1.0,12.0,1.0,13.0,1.0,8.0,0.0,0.0,1.0,14.0,1.0,7.0,1.0,8.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,13.0,1.0,10.0,1.0,6.0,1.0,14.0,1.0,8.0,1.0,6.0,1.0,7.0,1.0,2.0,0.0,0.0,1.0,9.0,1.0,15.0,0.0,0.0,1.0,15.0,1.0,14.0,1.0,3.0,1.0,10.0,1.0,1.0
2026-02-03 12:36:06+00:00,-9.759440257761362,0.0,0.0,9.759886142426376,0.0,0.0,-12.001376096607167,0.0,0.0,0.6523930568070262,0.0,-0.3980149927549356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3943.3539700282295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5242430200089774e-06,0.0,2.21488566782982e-06,30.8889484178801,6.9634195099466496e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,12.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,3.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,13.0,1.0,14.0,1.0,13.0,1.0,14.0,1.0,9.0,1.0,1.0,1.0,15.0,1.0,8.0,1.0,9.0,1.0,6.0,1.0,2.0,0.0,0.0,1.0,14.0,1.0,11.0,1.0,7.0,1.0,15.0,1.0,9.0,1.0,7.0,1.0,8.0,1.0,3.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,4.0,1.0,11.0,1.0,2.0
2026-02-03 12:36:07+00:00,0.0,0.0,0.0,9.7779399140834,0.0,42.62627557920172,0.0,0.0,0.0,0.0,0.0,-0.3681959736335674,0.0,0.0,0.0,0.0,0.0,0.0,9.8383929054412,0.0,0.0,0.0,0.0,1213.62028160728,0.0,0.0,0.0,420.11099459267655,0.0,0.0,0.0,0.0,0.0,0.0,4.453140689492038e-06,0.0,2.6287771363037018e-06,0.9354927949560395,0.0,0.0,0.0,1.0,1.0,1.0,15.0,1.0,13.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,1.0,1.0,13.0,1.0,4.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,14.0,1.0,15.0,1.0,14.0,1.0,15.0,1.0,10.0,1.0,2.0,0.0,0.0,1.0,9.0,1.0,10.0,1.0,7.0,1.0,3.0,0.0,0.0,1.0,15.0,1.0,12.0,1.0,8.0,0.0,0.0,1.0,10.0,1.0,8.0,1.0,9.0,1.0,4.0,1.0,1.0,1.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,12.0,1.0,3.0
2026-02-03 12:36:08+00:00,0.0,60.02499197842568,0.0,9.852907995891115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05703185833364,0.0,-12.576995014659806,0.0,0.8840548120659008,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,2677.5425322646333,8.069682048037575e-08,0.0,0.0,1487.084282384752,0.0,0.0,0.0,0.0,0.0,0.0,2.401826390479154e-06,0.0,7.482739853152044e-07,0.9650472915525588,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,14.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,2.0,1.0,14.0,1.0,5.0,1.0,2.0,1.0,11.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,11.0,1.0,3.0,0.0,0.0,1.0,10.0,1.0,11.0,1.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,9.0,0.0,0.0,1.0,11.0,1.0,9.0,1.0,10.0,1.0,5.0,1.0,2.0,1.0,12.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,13.0,1.0,4.0
2026-02-03 12:36:09+00:00,0.0,60.05926608168884,0.0,9.876133624985847,0.0,99.01672558391768,0.0,0.0,0.0,0.0,0.0,0.0,344.9175509577197,-11.530520553345056,199.1098243102996,1.280365215823942,0.0,0.0,49.31170790874238,0.0,0.0,0.0,0.0,3195.893888299722,3.3690038533112814e-06,0.0,0.0,10725.62074043966,0.0,0.0,0.0,0.0,0.0,0.0,1.7982137552502942e-05,0.0,1.812082200945909e-05,0.9937358771024432,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,3.0,1.0,15.0,1.0,6.0,1.0,3.0,1.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,4.0,0.0,0.0,1.0,11.0,1.0,12.0,1.0,9.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,10.0,0.0,0.0,1.0,12.0,1.0,10.0,1.0,11.0,1.0,6.0,1.0,3.0,1.0,13.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,14.0,1.0,5.0
2026-02-03 12:36:10+00:00,0.0,60.136190920382425,69182.36899542954,9.840075499708307,0.0,0.0,0.0,9.591651911333228e-05,0.0,0.0,0.0,0.0,328.74243430237794,-11.854695356233371,17.721980046514133,0.3585591337409251,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,1.9184939559780893e-05,0.0,0.0,7433.336246840829,0.0,0.0,0.0,0.0,0.0,0.0,7.295876985041946e-06,0.0,3.277116752600571e-05,0.9658890647907457,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,7.0,1.0,4.0,1.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,5.0,0.0,0.0,1.0,12.0,1.0,13.0,1.0,10.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,15.0,1.0,11.0,0.0,0.0,1.0,13.0,1.0,11.0,1.0,12.0,1.0,7.0,1.0,4.0,1.0,14.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,15.0,1.0,6.0
2026-02-03 12:36:11+00:00,0.0,60.082393579951,69178.06522892206,9.799037914454706,0.0,0.0,0.0,1.4190450779653766e-05,0.0,0.0,0.0,0.0,310.6886587588568,-11.956314352577088,381.3256653424551,0.1219297353606803,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,4.375233894890305e-06,2388.2105791731183,0.0,373.810060393107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.993275540562642,0.0,False,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,8.0,1.0,5.0,1.0,14.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,6.0,0.0,0.0,1.0,13.0,1.0,14.0,1.0,11.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,14.0,1.0,12.0,1.0,13.0,1.0,8.0,1.0,5.0,1.0,15.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,7.0
2026-02-03 12:36:12+00:00,0.0,60.06359226873766,69177.05386151797,9.73109549783388,0.0,0.0,0.0,1.131014646566595e-05,0.0,0.0,0.0,0.0,346.0142091732736,-12.559093297672971,377.1500193219157,0.2046904108262762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5622046698129851e-06,1101.866367452337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0699839890433,0.0,0.0,0.0,0.0,0.0,False,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,9.0,1.0,6.0,1.0,15.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,7.0,1.0,1.0,1.0,14.0,1.0,15.0,1.0,12.0,1.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,1.0,1.0,15.0,1.0,13.0,1.0,14.0,1.0,9.0,1.0,6.0,0.0,0.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,8.0
2026-02-03 12:36:13+00:00,0.0,0.0,69177.62348486026,9.68087937800554,0.0,0.0,0.0,9.429660852522725e-06,0.0,0.0,0.773682267350284,0.0,334.14508855781776,0.0,514.2914556496721,0.0,9.740500304080256e-07,0.0,0.0,0.0,11.651875388673504,0.0,0.0,0.0,0.0,297.66431156125174,0.0,0.0,4.03640075259844e-06,0.0,0.0,0.0,0.0,1259.491052484707,0.0,0.0,0.0,0.0,0.0,True,0.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,3.0,1.0,7.0,0.0,0.0,1.0,10.0,1.0,7.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,1.0,2.0,1.0,15.0,0.0,0.0,1.0,13.0,1.0,9.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,14.0,1.0,2.0,0.0,0.0,1.0,14.0,1.0,15.0,1.0,10.0,1.0,7.0,0.0,0.0,1.0,3.0,1.0,7.0,1.0,3.0,1.0,2.0,1.0,11.0,0.0,0.0,1.0,9.0
2026-02-03 12:36:14+00:00,0.0,0.0,69182.27794705008,9.658902016023944,0.0,0.0,0.0,7.047571848528724e-05,0.0,0.0,0.8413971797422882,0.0,0.0,0.0,0.0,0.0,7.296452367812541e-06,0.0,0.0,2.0393535216355465,11.627691786740346,0.0,0.0,0.0,0.0,4394.551805152286,0.0,0.0,2.331763264020664e-05,0.0,1.729133380868933e-06,0.0,0.0,1997.3682543127277,0.0,0.0,0.0,0.0,0.0,False,0.0,1.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,4.0,1.0,8.0,0.0,0.0,1.0,11.0,1.0,8.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,10.0,1.0,5.0,1.0,2.0,0.0,0.0,1.0,15.0,1.0,3.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,11.0,1.0,8.0,0.0,0.0,1.0,4.0,1.0,8.0,1.0,4.0,1.0,3.0,1.0,12.0,0.0,0.0,1.0,10.0
2026-02-03 12:36:15+00:00,0.0,0.0,0.0,9.73083296308114,113.95061640240311,0.0,0.0,0.0,0.0,0.0,0.8149071525132792,0.0,0.0,0.0,0.0,0.0,5.923169202321025e-06,0.0,0.0,2.010741510867125,11.699538010055898,0.0,0.0,0.0,0.0,1042.608003162932,2.2131633246042783e-05,0.0,6.523532757177347e-06,157.0559393695865,3.0422857459426133e-05,0.0,0.0,3956.258631910143,0.0,0.0,0.0,0.0,0.0,False,0.0,1.0,9.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,9.0,1.0,1.0,1.0,12.0,1.0,9.0,0.0,0.0,1.0,7.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,10.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,11.0,1.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,9.0,0.0,0.0,1.0,5.0,1.0,9.0,1.0,5.0,1.0,4.0,1.0,13.0,0.0,0.0,1.0,11.0
